name,gender
تاكدخت,F
تالیا,F
تامارا,F
تامیلا,F
تامیما,F
تانسو,F
تانیا,F
تایماز,both
تباك,M
تبسم,F
تتسگل,F
تحفه,F
تحفه گل,F
تخار,M
تخشا,M
تخشك,F
تخواره,M
تذرو,F
تراب,M
ترانه,F
ترخان,M
ترسا,F
تركان,F
ترگل,F
ترلان,F
ترمه,F
ترنگ,F
ترنیان,F
تروند,F
تریتی,F
تژاو,M
تسنیم,F
تشتر,F
تقدیر,M
تقی,M
تك آفرین,M
تك بانو,F
تكاپو,M
تكاو,F
تكاور,M
تكتا,M
تكتم,F
تكش,M
تكین,M
تگین,M
تلكا,F
تلما,F
تلناز,F
تلیمان,M
تمنا,F
تمیس,F
تمیم,both
تناز,F
تنبور,F
تندیس,F
تنی,F
تنی نار,F
توان,M
توانا,M
توانایی,M
توتیا,F
توحید,M
تور,M
توراكینا,F
تورال,M
توران,F
تورانبانو,F
توراندخت,F
تورج,M
تورك,M
تورنگ,M
توری,F
توریا,both
توس,M
توسا,F
توسكا,both
توسن,M
توشنامئیتی,F
توفان,F
توفیق,M
توكا,F
توما,M
تهم,M
تهماسب,M
تهمورث,M
تهمورس,M
تهمین,M
تهمینه,F
تی تی,F
تی تی سا,F
تی تی گل,F
تی تی نار,F
تیارا,F
تیام,both
تیبا,F
تیدآ,F
تیراژه,F
تیران,M
تیرداد,M
تیزهوش,F
تیس,M
تیسا,F
تیساگل,F
تیساناز,F
تیگران,M
تیما,both
تیماس,M
تیمور,M
تیمورتاش,M
تینا,F
تیناب,F
تینوش,F
تیهو,F
ثابت,M
ثاقب,M
ثامر,M
ثریا,F
ثمر,both
ثمره,F
ثمین,both
ثمینا,F
ثمینه,F
ثنا,F
ثواب,M
جابان,M
جابر,M
جادی,M
جارالله,M
جاسم,M
جاسمین,F
جالینوس,M
جام,F
جاماسب,M
جاماسپ,M
جامشید,M
جان افروز,M
جان افزا,M
جان آرام,F
جان بخشان,M
جان پرور,M
جان محمد,M
جان نواز,F
جانا,F
جانام,F
جانان,M
جانانه,F
جانبانو,F
جاندخت,F
جانعلی,M
جانلی,M
جانمهر,F
جانوسیار,M
جانوشیار,M
جانی,M
جانیار,M
جاوید,M
جاهد,M
جبار,M
جبریل,M
جبرئیل,M
جبلی,M
جرجیس,M
جریر,M
جریره,F
جستان,M
جعفر,M
جلال,M
جلال الدین,M
جلایر,M
جلوه,F
جلیل,M
جم,M
جمال,M
جمال الدین,M
جمدخت,F
جمشاد,M
جمشید,M
جمهور,M
جمیله,F
جناب,M
جنان,F
جنت,F
جندل,M
جنید,M
جواد,M
جوان,M
جوانشیر,M
جوانمردی,M
جوانوی,M
جوانه,F
جواهر,F
جوهر,F
جویا,M
جویان,M
جهان,M
جهان افروز,F
جهان آذر,F
جهان آسا,F
جهان آفرین,M
جهان آوا,F
جهان بانو,F
جهان بخش,M
جهان بین,M
جهان خاتون,F
جهان فر,M
جهان ماه,F
جهان مهر,both
جهانبان,M
جهانتاب,F
جهاندار,M
جهاندخت,F
جهانرخ,F
جهانسوز,M
جهانشاد,M
جهانشاه,M
جهانشید,M
جهانشیر,M
جهانگشای,M
جهانگیر,M
جهانیار,M
جهن,M
جیحون,F
جیران,F
جیلا,F
چَمان,F
چابك,M
چاكان,M
چالش,M
چالی,F
چالیك,M
چام,F
چامه,F
چاووش,M
چاوه,M
چراغ,M
چراغعلی,M
چرمه,F
چشمه,F
چكاد,M
چكاو,F
چكاوك,F
چكاوه,F
چلچله,F
چلیپا,both
چمان,F
چمانه,F
چمن,F
چمن افروز,F
چمن آرا,F
چمن چهر,F
چنگش,M
چنگیز,M
چنور,both
چوبین,M
چوبینه,M
چوك,F
چوگان,M
چهراب,F
چهرافروز,F
چهرآذر,both
چهرآرا,F
چهرآزاد,both
چهربرزین,M
چهرزاد,F
چهرفروز,F
چهرك,F
چهرمینو,F
چهره,F
چهره گل,F
چهل چراغ,F
چیا,M
چیاكو,M
چیترا,F
چیچك,F
چیستا,F
چیستی,F
چیكا,F
چیلان,M
چیلانه,F
چینوَد,M
حاتم,M
حادید,M
حارث,M
حارثه,F
حارس,M
حافظ,M
حافظ الدین,M
حام,M
حامد,M
حامده,F
حامی,M
حامین,M
حانان,M
حانون,M
حانی,both
حانیه,F
حایری,M
حبان,M
حبیب,M
حبیب الله,M
حبیبه,F
حجت,M
حجت الدین,M
حداد,M
حدیث,F
حدیثه,F
حدیقه,F
حرمت,F
حرمت علی,M
حره,F
حریر,F
حزین,M
حسام,M
حسام الدین,M
حسان,both
حسانه,F
حسن,M
حسن یوسف,M
حسنا,F
حسنی,F
حسیب,M
حسیبا,F
حسین,M
حسینیه,F
حشمت,M
حشمت الله,M
حصیل,M
حفصه,F
حفیظ,M
حكمت,M
حكیم,M
حكیمه,F
حلاج,M
حلما,F
حلیا,F
حلیم,M
حلیمه,F
حلیه,F
حماسه,F
حمام,M
حمدالدین,M
حمدالله,M
حمرا,F
حمراه,F
حمزه,M
حمید,M
حمیدالدین,M
حمیدالله,M
حمیدرضا,M
حمیده,F
حمیرا,F
حمیم,M
حنا,F
حنان,M
حنانه,F
حنیف,M
حنیفه,F
حنین,M
حوا,F
حور,F
حورا,F
حورآسا,F
حورآفرین,F
حورجهان,F
حوردیس,F
حوررخ,F
حورزاد,F
حوروش,F
حوری,F
حوری بانو,F
حوری دخت,F
حوری رخ,F
حوری زاد,F
حوری لقا,F
حوریا,F
حوریه,F
حیات,F
حیدر,M
حیفا,F
خُوروَش,F
خُونیرِث,M
خابان,M
خاتون,F
خاتونك,F
خارا,F
خارك,F
خاروس,M
خاره,F
خاشعه,F
خاطرافروز,F
خاطرآسا,F
خاطرنواز,F
خاطره,F
خاقان,M
خالد,M
خالده,F
خالق,M
خالواش,F
خانم,F
خانم گل,F
خانوم,F
خاور,F
خاوین,M
ختا,F
ختمی,F
ختن,F
خجسته,F
خجسته لقا,F
خجیر,F
خدا نظر,F
خداآفرید,both
خدابخش,M
خدابنده,M
خداداد,M
خدادوست,M
خداطلب,M
خداكریم,M
خدایار,M
خدیجه,F
خدیو,M
خراد,M
خراسان,M
خرام,F
خرامان,F
خرداد,M
خردادبرزین,M
خردادبه,M
خردمند,M
خرزاد,M
خرشا,F
خرشاد,both
خرشید,both
خرم,M
خرم بانو,F
خرم بهار,F
خرم چهر,F
خرم گل,F
خرمدخت,F
خرمدل,F
خرمشاد,M
خرمن,F
خرمناز,F
خرمه,F
خروش,M
خزان,F
خزر,F
خسرو,M
خسروپرویز,M
خسروداد,M
خسروزاد,M
خسروشاد,M
خشاش,M
خشاشه,M
خشایار,M
خشایارشا,M
خشنواز,M
خشنود,M
خضر,M
خضرا,F
خلیل,M
خلیل الله,M
خنجست,M
خندان,both
خندان چهر,F
خندان گل,F
خوب چهر,F
خوبرخ,F
خوبروی,F
خوبیار,F
خوتكا,F
خوردخت,F
خوردیس,F
خورزاد,both
خورسان,both
خورسند,M
خورشاد,F
خورشید,F
خورشید چهر,F
خورشیدبانو,F
خورشیددخت,F
خورشیدرخ,F
خورشیدفر,F
خورشیدكلاه,both
خورشیدمهر,F
خوزان,M
خوش لقا,F
خوش منش,M
خوش نواز,M
خوشاب,F
خوشبوی,F
خوشچهر,F
خوشخو,F
خوشدل,F
خوشروی,F
خوشگو,F
خوشنام,M
خوشنوا,F
خوشنود,M
خوشه,F
خوشین,F
خیام,M
خیرالدین,M
خیرالله,M
خیرالنسا,F
خیرالنساء,F
خیراندیش,M
خیرعلی,M
خیزران,F
دَریز,M
دَسَم,M
دَستنبو,F
دُخمل,F
دُرافشان,F
دُردانه,F
دُرنا,F
دُغدو,F
دِرمنَه,F
داتَه,M
داتام,M
داتان,M
داتیس,M
دادار,M
دادآفرید,F
دادآفرین,F
دادبان,M
دادبرزین,M
دادبه,M
دادپویه,M
دادجو,M
دادخواه,M
دادرس,M
دادعلی,M
دادفر,M
دادفرخ,M
دادفروز,M
دادكار,M
دادگر,M
دادلی,F
دادمهر,M
دادنام,M
دادوَر,M
دادهرمز,M
دادیار,M
دارا,M
داراب,M
داران,M
دارانا,both
دارمان,M
دارنوش,M
داریا,M
داریاو,M
دارینا,F
دارینوش,M
دارینه,F
داریو,M
داریوش,M
داژو,M
داشاب,M
داشاد,M
دالیا,F
داماسپیا,F
دامور,M
دامون,M
دامینه,F
دان,M
دانا,M
دانژه,F
دانش,M
دانشمند,M
دانوش,M
دانیا,F
دانیال,M
داو,M
داود,M
داور,M
داورا,M
داوود,M
داوید,M
دایان,M
دایانا,F
دخت مهر,F
درا,F
دراج,F
دربانو,F
دربها,F
درة التاج,F
درتا,F
درخشا,F
درخشان,F
درسا,F
درستی,F
درفام,F
درفشان,F
درگل,F
درمان,F
درناز,F
دروار,F
دره,F
دری,F
دریا,F
دریادخت,F
دریاناز,F
دریتا,F
دریم,both
درین,F
دستان,M
دشمه,M
دل افروز,F
دل انگیز,F
دل آرا,F
دل آرام,F
دل آسا,F
دل آشوب,F
دل آویز,F
دل بهار,F
دلارا,F
دلارام,F
دلاور,M
دلاویز,F
دلبان,F
دلبر,F
دلپذیر,F
دلپرور,F
دلپسند,F
دلجو,F
دلخوش,F
دلدار,F
دلربای,F
دلستان,F
دلشاد,both
دلفروز,F
دلكش,F
دلگرم,F
دلگشا,F
دلگون,F
دلناز,F
دلنواز,F
دلنوش,F
دلنیا,F
دلوار,F
دلووان,F
دلیار,F
دلیر,M
دلیله,F
دلینا,F
دماوند,M
دمساز,F
دمن,F
دمور,M
دنا,F
دنبره,F
دنیا,F
دنیز,F
دنیس,both
دورسین,F
دوست محمد,M
دوستعلی,M
دوقلو,M
دومان,M
دها,M
دهباشی,M
دهخدا,M
دهما,F
دهناد,M
دیااكو,M
دیاكو,M
دیان,F
دیانا,F
دیبا,F
دیبارخ,F
دیدار,F
دیلان,F
دین محمد,M
دینا,F
دینارگیس,F
دیناز,F
دینشاه,M
دینه,F
دینیار,M
دیهیم,M
ذبیح,M
ذكا,M
ذكی,M
ذكیه,F
ذوالفضل,M
ذوالفقار,M
رَسابانو,F
رَسادخت,F
رُدگون,F
رُكسانا,F
رابعه,F
رابو,F
رابیا,F
راتا,F
راتین,M
راحل,F
راحله,F
راحیل,F
راد,M
رادا,F
رادان,M
رادبرزین,M
راددخت,F
رادعلی,M
رادفرخ,M
رادمان,M
رادمنش,M
رادمهر,M
رادنوش,both
رادوین,M
راز,F
رازان,F
رازاوه,M
رازقی,F
رازك,F
رازمهر,F
رازیانه,F
راژان,both
راستین,M
راشا,M
راشد,M
راشل,F
راشن,M
راشین,M
راضیه,F
رافع,F
رافعه,F
رافونه,F
رام,M
رام افزا,F
رام افزون,F
رام بانو,F
رام برزین,M
راما,M
رامان,M
رامبد,M
رامتین,M
رامدخت,F
رامسینا,F
رامش,F
رامشاد,M
رامشین,F
رامك,F
رامونا,F
رامی,M
رامیاد,M
رامیار,M
رامیلا,F
رامین,M
رامینا,F
رامینه,F
رانیا,F
راوش,F
راوك,F
راویز,F
راویس,F
راهنما,M
راهین,F
رایا,M
رایان,both
رایبد,M
رایحه,F
رایكا,both
رایمون,M
رایومند,F
رایین,M
رائیك,F
رائیكا,F
رأفت,F
رباب,F
ربابه,F
ربن,M
ربیع,M
ربیعه,F
رتاج,F
رجا,M
رجب,M
رحمان,M
رحمت,M
رحمت الله,M
رحمه,F
رحیم,M
رحیمه,F
رخ افروز,F
رخامین,F
رخسار,F
رخساره,F
رخسانا,F
رخشا,F
رخشاد,F
رخشان,both
رخشانه,F
رخشنده,F
رخشید,F
رخشیده,F
رخك,F
رخنا,F
رخنار,F
ردا,F
ردیمه,F
رز,F
رزا,F
رزاق,M
رزالین,F
رزان,F
رزق الله,M
رزمان,M
رزمین,F
رزیتا,F
رزین,M
رزین دخت,F
رزینا,F
رژان,F
رسا,both
رسام,M
رسپینا,F
رستا,F
رستار,M
رستاك,F
رستان,M
رستم,M
رستهم,M
رسول,M
رشا,both
رشاد,both
رشنواد,M
رشید,M
رشیدا,M
رشیدالدین,M
رضا,M
رضوان,F
رضوانه,F
رضی,M
رضی الدین,M
رضیه,F
رعد,M
رعنا,F
رغمان,M
رفعت,both
رفیدا,both
رفیع,M
رفیع الدین,M
رفیعه,F
رقیه,F
ركسار,M
ركسانه,F
ركن الدین,M
رمان,F
رمانه,F
رمضان,M
رمیار,M
رمیصا,F
روان,F
روبینا,F
روجا,F
روجیار,M
روح الدین,M
روح الله,M
روح انگیز,F
روحبخش,F
رودابه,F
روزافزون,F
روزانا,F
روزبه,M
روزبهان,M
روزك,M
روزمهر,M
روزیتا,F
روژ,F
روژا,F
روژان,F
روژانو,F
روژدا,F
روژمان,M
روژیا,F
روژیار,F
روژین,F
روژینا,F
روژییار,F
روسانا,F
روشا,F
روشاك,M
روشان,F
روشن,F
روشن چهر,F
روشن رخ,F
روشن مهر,F
روشنا,F
روشنایی,M
روشنك,F
روما,both
روماك,M
رومیسا,F
رومینا,F
روناك,F
رونیا,F
رونیكا,F
روهام,M
روهان,M
رویا,F
رها,F
رهاگشته,M
رهام,M
رهان,M
رهی,M
رؤیا,F
ریاض,M
ریتا,F
ریجینا,F
ریحان,F
ریحانه,F
ریرا,F
ریكا,F
ریكان,both
ریما,F
ریو,M
ریواس,F
ریونیز,M
رئو,M
رئوف,M
زَریر,M
زَم,M
زَواره,M
زَهیر,M
زُمرد,F
زاب,M
زاد,M
زادان,M
زادان فر,M
زادان فرخ,M
زادبه,M
زادسرو,M
زادشم,M
زادفرخ,M
زادك,both
زادمن,M
زادمهر,F
زاكیه,F
زاگرس,M
زال,M
زامیاد,M
زامیر,F
زانا,M
زانوس,both
زانیار,M
زاور,M
زاوش,M
زاهده,F
زاهر,M
زائان,M
زائر,M
زبیده,F
زراتشت,M
زراسپ,M
زرافشان,F
زراندام,F
زراوه,M
زربانو,F
زربین,F
زرپری,F
زرتا,F
زرتاج,F
زرتشت,M
زرحیا,M
زرخاتون,F
زرداده,M
زرداشت,M
زردخت,F
زردشت,M
زردهشت,M
زردیس,F
زرستان,F
زرشام,F
زركا,F
زرگل,F
زرگیس,F
زرگیسو,F
زرمان,F
زرمهر,M
زرناز,F
زرنگار,F
زرنگیس,F
زرنوش,F
زروان,M
زروانداد,M
زرواندخت,F
زروانمهر,M
زری,F
زرین,F
زرین بانو,F
زرین چهر,F
زرین دخت,F
زرین كلاه,M
زرین گل,F
زرین گیس,F
زرین مهر,F
زرین نرگسه,F
زرین نگار,F
زرین همای,F
زرین هور,F
زرینه,F
زریون,M
زعفران,F
زعیم,M
زعیم الدین,M
زكریا,M
زكی,M
زكی الدین,M
زكیه,F
زگما,F
زلال,F
زلفعلی,M
زمان,M
زمانه,F
زمران,M
زمزم,F
زمزمه,F
زمیرا,both
زنبق,F
زنگنه,M
زنگو,M
زنگه,M
زوپیر,M
زوپین,M
زوران,M
زوشا,both
زوفا,F
زویا,F
زویین,M
زهرا,F
زهراناز,F
زهره,F
زهید,M
زهیرا,F
زیا,M
زیار,M
زیب النساء,F
زیبا,F
زیبا دخت,F
زیباچهر,F
زیبارخ,F
زیباروی,F
زیبامحمد,M
زیبان,F
زیبنده,F
زیتون,F
زیتون خاتون,F
زیتونه,F
زید,M
زیدان,M
زیدعلی,M
زیرجد,F
زیرك,M
زیگ,M
زین الدین,M
زین العابدین,M
زینا,F
زینال,M
زیناوند,M
زینب,F
زینت,F
زینعلی,M
زیوا,F
زیور,F
زیورتاج,F
زیوین,F
زییده,F
زئوس,both
ژابیز,M
ژاسمن,F
ژاسمین,F
ژافه,M
ژاكلین,F
ژالانه,F
ژاله,F
ژالین,F
ژاماسب,M
ژامك,F
ژان,both
ژانت,F
ژانیا,F
ژانیتا,F
ژانین,F
ژانینا,F
ژاو,M
ژاوا,F
ژاوه,F
ژاییز,M
ژاییژ,F
ژربرا,F
ژرف,M
ژرفا,F
ژرفی,F
ژرفین,F
ژرویرا,F
ژكور,M
ژم,M
ژنگ,M
ژنوا,M
ژنیا,F
ژنیك,F
ژوان,F
ژوبین,M
ژوپین,M
ژورك,M
ژون,F
ژیار,M
ژیان,M
ژیان چهر,F
ژیان دخت,F
ژیژیس,F
ژیكان,F
ژیگس,M
ژیلا,F
ژیلوان,M
ژیله,both
ژینا,F
ژینو,F
ژینوس,F
ژیوار,F
سَپْرَنگ,M
سَتوِش,F
سَروَر,F
سَلم,M
سُرایش,M
سُرخاب,both
سابرینا,F
سابق,M
سابق الدین,M
سابود,F
سابین,both
ساتراپ,F
ساتكین,M
ساتگین,M
ساتی,F
ساتیا,F
ساتیار,M
ساتین,F
ساجده,F
ساحر,F
ساحره,F
ساحل,F
سارا,F
سارال,F
سارالماز,F
سارای,F
ساردین,both
سارگل,F
سارنگ,M
سارنیا,F
سارو,M
ساره,F
ساریان,F
ساریسا,F
سارین,M
سارینا,F
سارینه,F
سازك,F
سازین,F
ساسان,M
ساشا,both
ساطعه,F
ساعد,M
ساعده,F
ساعی,M
ساغر,F
ساقی,F
ساكو,M
سالار,M
سالداش,M
سالسا,F
سالم,M
سالمه,F
سالومه,F
سالی,F
سام,M
ساما,M
سامان,M
سامر,M
سامرند,M
سامره,F
سامه,F
سامیا,M
سامیار,M
سامیان,M
سامیرا,F
سامین,M
سامینا,F
سامینه,F
سامیه,F
سان آی,F
سانا,M
ساناز,F
سانان,M
سانای,F
سانلی,F
سانوا,F
سانیا,F
سانیار,M
ساوا,both
ساوالان,both
ساوان,M
ساورا,M
ساورینا,F
ساوند,F
ساونگ,M
ساوه,M
ساویز,F
ساویس,F
ساوین,F
ساهر,M
ساهره,F
سایا,F
سایان,F
سایر,M
سایروس,M
سایره,F
سایمان,F
ساینا,F
ساینه,F
سایه,F
سبا,F
سبارو,F
سباك,M
سبحان,M
سبحان قلی,M
سبزارنگ,F
سبزبهار,F
سبزپری,F
سبزك,F
سبزه,F
سبزه بهار,F
سبزه قبا,F
سبزینه,F
سبكتین,M
سبلان,M
سپاكو,F
سپتا,F
سپنتا,both
سپنتامن,M
سپند,M
سپندان,M
سپنسار,M
سپهر,M
سپهراد,M
سپهرار,M
سپهرداد,M
سپهرم,M
سپیتا,F
سپیته,F
سپیدار,both
سپیده,F
سپیده گل,F
سپینود,F
ستُرگ,M
ستاتیرا,F
ستار,M
ستاره,F
ستاك,F
ستایش,F
ستوده,F
ستی,F
ستیا,F
سجاد,M
سحاب,M
سحر,F
سحرناز,F
سحرنوش,F
سدا,F
سداب,F
سدرا,M
سدن,F
سدنا,F
سدیدالدین,M
سدیف,M
سراج,M
سراج الدین,M
سرافراز,M
سرافیل,M
سرایه,F
سرآویز,F
سرخ و سفید,F
سرخه,M
سردار,M
سردین,both
سركب,M
سركش,M
سرگل,F
سرمه,F
سرنا,F
سرو,F
سروآزاد,F
سروبن,F
سروتن,F
سروجهان,F
سرور,F
سروش,M
سروشا,F
سروشان,M
سروگل,F
سروناز,F
سروین,F
سریتا,M
سریرا,F
سزاوار,M
سعد,M
سعدالدین,M
سعدی,M
سعید,M
سعیده,F
سفندارمذ,M
سقراط,M
سكندر,M
سكینه,F
سلاله,F
سلجوق,M
سلدا,F
سلدوز,M
سلطان,M
سلطنت,F
سلما,F
سلمان,M
سلمه,F
سلمی,F
سلنا,F
سلوی,F
سلیم,M
سلیمان,M
سلیمه,F
سلینا,F
سما,F
سمارسیس,both
سمان,both
سمانه,F
سمر,F
سمك,M
سمكنان,M
سمن,F
سمن اندام,F
سمن بر,F
سمن پیكر,F
سمن چهر,F
سمن چهره,F
سمن دیس,F
سمن رخ,F
سمن رو,F
سمن سیما,F
سمن گل,F
سمن ناز,F
سمنزار,F
سمنوی,F
سموئیل,M
سمیح,M
سمیر,M
سمیرا,F
سمیرا میس,F
سمیع,M
سمین,F
سمینه,F
